trip_id,origin,destination,train_type,departure,arrival,duration,service_id,Basico,Elige,Premium
03153,70600,71801,AVE,2023-09-06 16:26:00,2023-09-06 18:42:00,0 days 02:16:00,03153_06-09-2023-16.26,70.10,78.85,112.20
06309,70600,71801,AVLO,2023-09-06 20:30:00,2023-09-06 22:46:00,0 days 02:16:00,06309_06-09-2023-20.30,39.00,,
03203,70600,71801,AVE,2023-09-06 21:41:00,2023-09-06 23:55:00,0 days 02:14:00,03203_06-09-2023-21.41,21.90,30.65,65.60
03143,70600,79300,AVE,2023-09-06 15:26:00,2023-09-06 18:08:00,0 days 02:42:00,03143_06-09-2023-15.26,,105.85,124.85
06309,70600,79300,AVLO,2023-09-06 20:30:00,2023-09-06 23:34:00,0 days 03:04:00,06309_06-09-2023-20.30,49.00,,
03143,70600,04307,AVE,2023-09-06 15:26:00,2023-09-06 18:25:00,0 days 02:59:00,03143_06-09-2023-15.26,,110.25,129.25
06309,70600,04307,AVLO,2023-09-06 20:30:00,2023-09-06 23:51:00,0 days 03:21:00,06309_06-09-2023-20.30,49.00,,
03073,04040,78400,AVE,2023-09-06 08:52:00,2023-09-06 09:35:00,0 days 00:43:00,03073_06-09-2023-08.52,33.10,37.75,56.75
03093,04040,78400,AVE,2023-09-06 10:46:00,2023-09-06 11:29:00,0 days 00:43:00,03093_06-09-2023-10.46,33.10,37.85,81.90
03113,04040,78400,AVE,2023-09-06 12:52:00,2023-09-06 13:35:00,0 days 00:43:00,03113_06-09-2023-12.52,14.20,18.90,47.30
03943,04040,78400,AVE,2023-09-06 12:57:00,2023-09-06 13:38:00,0 days 00:41:00,03943_06-09-2023-12.57,10.10,13.00,53.60
03123,04040,78400,AVE,2023-09-06 13:46:00,2023-09-06 14:29:00,0 days 00:43:00,03123_06-09-2023-13.46,28.40,31.45,50.45
03153,04040,78400,AVE,2023-09-06 16:52:00,2023-09-06 17:35:00,0 days 00:43:00,03153_06-09-2023-16.52,37.85,42.55,69.35
03173,04040,78400,AVE,2023-09-06 18:52:00,2023-09-06 19:35:00,0 days 00:43:00,03173_06-09-2023-18.52,37.85,42.55,69.35
03941,04040,78400,AVE,2023-09-06 20:00:00,2023-09-06 20:48:00,0 days 00:48:00,03941_06-09-2023-20.00,10.10,13.00,53.60
06309,04040,78400,AVLO,2023-09-06 20:56:00,2023-09-06 21:39:00,0 days 00:43:00,06309_06-09-2023-20.56,25.00,,
03991,04040,78400,AVE,2023-09-06 21:11:00,2023-09-06 21:52:00,0 days 00:41:00,03991_06-09-2023-21.11,10.10,13.00,49.75
03931,04040,78400,AVE,2023-09-06 21:11:00,2023-09-06 21:52:00,0 days 00:41:00,03931_06-09-2023-21.11,10.10,13.00,49.75
03203,04040,78400,AVE,2023-09-06 22:06:00,2023-09-06 22:49:00,0 days 00:43:00,03203_06-09-2023-22.06,14.20,18.90,47.30
03073,04040,71500,AVE,2023-09-06 08:52:00,2023-09-06 10:04:00,0 days 01:12:00,03073_06-09-2023-08.52,72.60,78.65,123.60
03093,04040,71500,AVE,2023-09-06 10:46:00,2023-09-06 11:58:00,0 days 01:12:00,03093_06-09-2023-10.46,72.60,78.65,123.60
03113,04040,71500,AVE,2023-09-06 12:52:00,2023-09-06 14:04:00,0 days 01:12:00,03113_06-09-2023-12.52,72.60,78.65,123.60
03943,04040,71500,AVE,2023-09-06 12:57:00,2023-09-06 14:08:00,0 days 01:11:00,03943_06-09-2023-12.57,19.00,25.00,92.30
03153,04040,71500,AVE,2023-09-06 16:52:00,2023-09-06 18:04:00,0 days 01:12:00,03153_06-09-2023-16.52,72.60,78.65,123.60
03173,04040,71500,AVE,2023-09-06 18:52:00,2023-09-06 20:04:00,0 days 01:12:00,03173_06-09-2023-18.52,72.60,78.65,123.60
03183,04040,71500,AVE,2023-09-06 19:46:00,2023-09-06 20:44:00,0 days 00:58:00,03183_06-09-2023-19.46,72.60,78.65,123.60
03941,04040,71500,AVE,2023-09-06 20:00:00,2023-09-06 21:14:00,0 days 01:14:00,03941_06-09-2023-20.00,19.00,25.00,92.30
06309,04040,71500,AVLO,2023-09-06 20:56:00,2023-09-06 22:08:00,0 days 01:12:00,06309_06-09-2023-20.56,35.00,,
03991,04040,71500,AVE,2023-09-06 21:11:00,2023-09-06 22:20:00,0 days 01:09:00,03991_06-09-2023-21.11,19.00,25.00,92.30
03931,04040,71500,AVE,2023-09-06 21:11:00,2023-09-06 22:20:00,0 days 01:09:00,03931_06-09-2023-21.11,50.90,55.10,92.30
03203,04040,71500,AVE,2023-09-06 22:06:00,2023-09-06 23:18:00,0 days 01:12:00,03203_06-09-2023-22.06,72.60,78.65,123.60
03063,04040,71801,AVE,2023-09-06 07:52:00,2023-09-06 09:20:00,0 days 01:28:00,03063_06-09-2023-07.52,37.80,45.25,64.25
03073,04040,71801,AVE,2023-09-06 08:52:00,2023-09-06 10:42:00,0 days 01:50:00,03073_06-09-2023-08.52,45.35,50.25,69.25
03083,04040,71801,AVE,2023-09-06 09:46:00,2023-09-06 11:15:00,0 days 01:29:00,03083_06-09-2023-09.46,45.35,52.90,89.40
03093,04040,71801,AVE,2023-09-06 10:46:00,2023-09-06 12:37:00,0 days 01:51:00,03093_06-09-2023-10.46,68.05,75.60,109.50
06303,04040,71801,AVLO,2023-09-06 11:45:00,2023-09-06 13:15:00,0 days 01:30:00,06303_06-09-2023-11.45,19.00,,
03113,04040,71801,AVE,2023-09-06 12:52:00,2023-09-06 14:42:00,0 days 01:50:00,03113_06-09-2023-12.52,18.90,26.45,59.20
03943,04040,71801,AVE,2023-09-06 12:57:00,2023-09-06 14:45:00,0 days 01:48:00,03943_06-09-2023-12.57,19.00,25.00,86.55
03123,04040,71801,AVE,2023-09-06 13:46:00,2023-09-06 15:40:00,0 days 01:54:00,03123_06-09-2023-13.46,37.80,45.35,89.40
03143,04040,71801,AVE,2023-09-06 15:52:00,2023-09-06 17:20:00,0 days 01:28:00,03143_06-09-2023-15.52,83.15,80.45,99.45
03153,04040,71801,AVE,2023-09-06 16:52:00,2023-09-06 18:42:00,0 days 01:50:00,03153_06-09-2023-16.52,52.90,60.50,89.40
03163,04040,71801,AVE,2023-09-06 17:46:00,2023-09-06 19:15:00,0 days 01:29:00,03163_06-09-2023-17.46,68.05,75.60,109.50
03173,04040,71801,AVE,2023-09-06 18:52:00,2023-09-06 20:42:00,0 days 01:50:00,03173_06-09-2023-18.52,52.90,60.50,89.40
03183,04040,71801,AVE,2023-09-06 19:46:00,2023-09-06 21:20:00,0 days 01:34:00,03183_06-09-2023-19.46,45.35,50.25,69.25
03941,04040,71801,AVE,2023-09-06 20:00:00,2023-09-06 21:50:00,0 days 01:50:00,03941_06-09-2023-20.00,19.00,25.00,86.55
06309,04040,71801,AVLO,2023-09-06 20:56:00,2023-09-06 22:46:00,0 days 01:50:00,06309_06-09-2023-20.56,25.00,,
03931,04040,71801,AVE,2023-09-06 21:11:00,2023-09-06 23:00:00,0 days 01:49:00,03931_06-09-2023-21.11,19.05,25.40,78.10
03991,04040,71801,AVE,2023-09-06 21:11:00,2023-09-06 23:00:00,0 days 01:49:00,03991_06-09-2023-21.11,19.00,25.00,78.10
03203,04040,71801,AVE,2023-09-06 22:06:00,2023-09-06 23:55:00,0 days 01:49:00,03203_06-09-2023-22.06,18.90,26.45,59.20
03093,04040,79300,AVE,2023-09-06 10:46:00,2023-09-06 13:23:00,0 days 02:37:00,03093_06-09-2023-10.46,79.75,88.60,125.05
03123,04040,79300,AVE,2023-09-06 13:46:00,2023-09-06 16:28:00,0 days 02:42:00,03123_06-09-2023-13.46,62.00,70.90,101.50
03143,04040,79300,AVE,2023-09-06 15:52:00,2023-09-06 18:08:00,0 days 02:16:00,03143_06-09-2023-15.52,,94.25,113.25
03163,04040,79300,AVE,2023-09-06 17:46:00,2023-09-06 20:11:00,0 days 02:25:00,03163_06-09-2023-17.46,79.75,88.60,125.05
06309,04040,79300,AVLO,2023-09-06 20:56:00,2023-09-06 23:34:00,0 days 02:38:00,06309_06-09-2023-20.56,29.00,,
03093,04040,04307,AVE,2023-09-06 10:46:00,2023-09-06 13:40:00,0 days 02:54:00,03093_06-09-2023-10.46,83.90,93.20,130.55
03123,04040,04307,AVE,2023-09-06 13:46:00,2023-09-06 16:45:00,0 days 02:59:00,03123_06-09-2023-13.46,65.25,74.55,105.75
03143,04040,04307,AVE,2023-09-06 15:52:00,2023-09-06 18:25:00,0 days 02:33:00,03143_06-09-2023-15.52,,99.15,118.15
03163,04040,04307,AVE,2023-09-06 17:46:00,2023-09-06 20:28:00,0 days 02:42:00,03163_06-09-2023-17.46,83.90,93.20,130.55
06309,04040,04307,AVLO,2023-09-06 20:56:00,2023-09-06 23:51:00,0 days 02:55:00,06309_06-09-2023-20.56,29.00,,
03073,78400,71500,AVE,2023-09-06 09:37:00,2023-09-06 10:04:00,0 days 00:27:00,03073_06-09-2023-09.37,37.10,40.80,68.35
03093,78400,71500,AVE,2023-09-06 11:31:00,2023-09-06 11:58:00,0 days 00:27:00,03093_06-09-2023-11.31,37.10,40.80,73.30
03113,78400,71500,AVE,2023-09-06 13:37:00,2023-09-06 14:04:00,0 days 00:27:00,03113_06-09-2023-13.37,37.10,40.80,68.35
03943,78400,71500,AVE,2023-09-06 13:40:00,2023-09-06 14:08:00,0 days 00:28:00,03943_06-09-2023-13.40,19.00,23.45,47.35
03153,78400,71500,AVE,2023-09-06 17:37:00,2023-09-06 18:04:00,0 days 00:27:00,03153_06-09-2023-17.37,37.10,40.80,68.35
03173,78400,71500,AVE,2023-09-06 19:37:00,2023-09-06 20:04:00,0 days 00:27:00,03173_06-09-2023-19.37,37.10,40.80,68.35
03941,78400,71500,AVE,2023-09-06 20:50:00,2023-09-06 21:14:00,0 days 00:24:00,03941_06-09-2023-20.50,19.00,23.45,47.35
03991,78400,71500,AVE,2023-09-06 21:54:00,2023-09-06 22:20:00,0 days 00:26:00,03991_06-09-2023-21.54,19.00,23.45,47.35
03931,78400,71500,AVE,2023-09-06 21:54:00,2023-09-06 22:20:00,0 days 00:26:00,03931_06-09-2023-21.54,19.00,23.45,47.35
03203,78400,71500,AVE,2023-09-06 22:51:00,2023-09-06 23:18:00,0 days 00:27:00,03203_06-09-2023-22.51,37.10,40.80,68.35
03073,78400,71801,AVE,2023-09-06 09:37:00,2023-09-06 10:42:00,0 days 01:05:00,03073_06-09-2023-09.37,37.85,43.15,62.15
03093,78400,71801,AVE,2023-09-06 11:31:00,2023-09-06 12:37:00,0 days 01:06:00,03093_06-09-2023-11.31,37.85,43.30,90.95
03113,78400,71801,AVE,2023-09-06 13:37:00,2023-09-06 14:42:00,0 days 01:05:00,03113_06-09-2023-13.37,16.25,21.65,51.40
03943,78400,71801,AVE,2023-09-06 13:40:00,2023-09-06 14:45:00,0 days 01:05:00,03943_06-09-2023-13.40,15.90,20.45,73.35
03123,78400,71801,AVE,2023-09-06 14:31:00,2023-09-06 15:40:00,0 days 01:09:00,03123_06-09-2023-14.31,32.45,36.00,55.00
03153,78400,71801,AVE,2023-09-06 17:37:00,2023-09-06 18:42:00,0 days 01:05:00,03153_06-09-2023-17.37,43.30,48.70,76.55
03173,78400,71801,AVE,2023-09-06 19:37:00,2023-09-06 20:42:00,0 days 01:05:00,03173_06-09-2023-19.37,37.85,43.15,62.15
03941,78400,71801,AVE,2023-09-06 20:50:00,2023-09-06 20:51:00,0 days 00:01:00,03941_06-09-2023-20.50,15.90,20.45,67.30
06309,78400,71801,AVLO,2023-09-06 21:41:00,2023-09-06 22:46:00,0 days 01:05:00,06309_06-09-2023-21.41,25.00,,
03931,78400,71801,AVE,2023-09-06 21:54:00,2023-09-06 23:00:00,0 days 01:06:00,03931_06-09-2023-21.54,15.90,20.45,67.30
03991,78400,71801,AVE,2023-09-06 21:54:00,2023-09-06 23:00:00,0 days 01:06:00,03991_06-09-2023-21.54,15.90,20.45,61.25
03203,78400,71801,AVE,2023-09-06 22:51:00,2023-09-06 23:55:00,0 days 01:04:00,03203_06-09-2023-22.51,16.25,21.65,51.40
03093,78400,79300,AVE,2023-09-06 11:31:00,2023-09-06 13:23:00,0 days 01:52:00,03093_06-09-2023-11.31,61.90,68.80,101.35
03123,78400,79300,AVE,2023-09-06 14:31:00,2023-09-06 16:28:00,0 days 01:57:00,03123_06-09-2023-14.31,48.15,55.05,83.05
06309,78400,79300,AVLO,2023-09-06 21:41:00,2023-09-06 23:34:00,0 days 01:53:00,06309_06-09-2023-21.41,25.00,,
03093,78400,04307,AVE,2023-09-06 11:31:00,2023-09-06 13:40:00,0 days 02:09:00,03093_06-09-2023-11.31,66.60,74.00,107.60
03123,78400,04307,AVE,2023-09-06 14:31:00,2023-09-06 16:45:00,0 days 02:14:00,03123_06-09-2023-14.31,51.80,59.20,87.90
06309,78400,04307,AVLO,2023-09-06 21:41:00,2023-09-06 23:51:00,0 days 02:10:00,06309_06-09-2023-21.41,25.00,,
03073,71500,71801,AVE,2023-09-06 10:06:00,2023-09-06 10:42:00,0 days 00:36:00,03073_06-09-2023-10.06,28.30,32.25,51.25
03093,71500,71801,AVE,2023-09-06 12:00:00,2023-09-06 12:37:00,0 days 00:37:00,03093_06-09-2023-12.00,28.30,32.30,72.75
03113,71500,71801,AVE,2023-09-06 14:06:00,2023-09-06 14:42:00,0 days 00:36:00,03113_06-09-2023-14.06,12.10,16.15,43.20
03943,71500,71801,AVE,2023-09-06 14:10:00,2023-09-06 14:45:00,0 days 00:35:00,03943_06-09-2023-14.10,11.85,15.25,59.60
03153,71500,71801,AVE,2023-09-06 18:06:00,2023-09-06 18:42:00,0 days 00:36:00,03153_06-09-2023-18.06,32.30,36.35,62.00
03173,71500,71801,AVE,2023-09-06 20:06:00,2023-09-06 20:42:00,0 days 00:36:00,03173_06-09-2023-20.06,28.30,32.25,51.25
03183,71500,71801,AVE,2023-09-06 20:46:00,2023-09-06 21:20:00,0 days 00:34:00,03183_06-09-2023-20.46,28.30,32.25,51.25
03941,71500,71801,AVE,2023-09-06 21:16:00,2023-09-06 21:50:00,0 days 00:34:00,03941_06-09-2023-21.16,11.85,15.25,55.05
06309,71500,71801,AVLO,2023-09-06 22:10:00,2023-09-06 22:46:00,0 days 00:36:00,06309_06-09-2023-22.10,7.00,,
03931,71500,71801,AVE,2023-09-06 22:22:00,2023-09-06 23:00:00,0 days 00:38:00,03931_06-09-2023-22.22,11.85,15.25,50.55
03991,71500,71801,AVE,2023-09-06 22:22:00,2023-09-06 23:00:00,0 days 00:38:00,03991_06-09-2023-22.22,11.85,15.25,50.55
03203,71500,71801,AVE,2023-09-06 23:20:00,2023-09-06 23:55:00,0 days 00:35:00,03203_06-09-2023-23.20,12.10,16.15,43.20
03093,71500,79300,AVE,2023-09-06 12:00:00,2023-09-06 13:23:00,0 days 01:23:00,03093_06-09-2023-12.00,56.20,61.80,93.75
06309,71500,79300,AVLO,2023-09-06 22:10:00,2023-09-06 23:34:00,0 days 01:24:00,06309_06-09-2023-22.10,7.00,,
03093,71500,04307,AVE,2023-09-06 12:00:00,2023-09-06 13:40:00,0 days 01:40:00,03093_06-09-2023-12.00,61.70,67.85,101.05
06309,71500,04307,AVLO,2023-09-06 22:10:00,2023-09-06 23:51:00,0 days 01:41:00,06309_06-09-2023-22.10,7.00,,
03093,71801,79300,AVE,2023-09-06 12:45:00,2023-09-06 13:23:00,0 days 00:38:00,03093_06-09-2023-12.45,23.15,26.40,45.40
03123,71801,79300,AVE,2023-09-06 15:50:00,2023-09-06 16:28:00,0 days 00:38:00,03123_06-09-2023-15.50,26.50,29.80,54.20
03143,71801,79300,AVE,2023-09-06 17:30:00,2023-09-06 18:08:00,0 days 00:38:00,03143_06-09-2023-17.30,13.25,16.55,58.60
03163,71801,79300,AVE,2023-09-06 19:25:00,2023-09-06 20:11:00,0 days 00:46:00,03163_06-09-2023-19.25,33.10,36.40,63.00
03191,71801,79300,AVE,2023-09-06 21:40:00,2023-09-06 22:18:00,0 days 00:38:00,03191_06-09-2023-21.40,29.80,33.10,63.00
06309,71801,79300,AVLO,2023-09-06 22:56:00,2023-09-06 23:34:00,0 days 00:38:00,06309_06-09-2023-22.56,7.00,,
03093,71801,04307,AVE,2023-09-06 12:45:00,2023-09-06 13:40:00,0 days 00:55:00,03093_06-09-2023-12.45,26.65,30.40,49.40
03123,71801,04307,AVE,2023-09-06 15:50:00,2023-09-06 16:45:00,0 days 00:55:00,03123_06-09-2023-15.50,30.50,34.30,59.55
03143,71801,04307,AVE,2023-09-06 17:30:00,2023-09-06 18:25:00,0 days 00:55:00,03143_06-09-2023-17.30,15.25,19.05,64.60
03163,71801,04307,AVE,2023-09-06 19:25:00,2023-09-06 20:28:00,0 days 01:03:00,03163_06-09-2023-19.25,38.10,41.90,69.65
03191,71801,04307,AVE,2023-09-06 21:40:00,2023-09-06 22:35:00,0 days 00:55:00,03191_06-09-2023-21.40,34.30,38.10,69.65
06309,71801,04307,AVLO,2023-09-06 22:56:00,2023-09-06 23:51:00,0 days 00:55:00,06309_06-09-2023-22.56,7.00,,
03093,79300,04307,AVE,2023-09-06 13:25:00,2023-09-06 13:40:00,0 days 00:15:00,03093_06-09-2023-13.25,24.20,26.60,51.20
03123,79300,04307,AVE,2023-09-06 16:30:00,2023-09-06 16:45:00,0 days 00:15:00,03123_06-09-2023-16.30,24.20,26.60,51.20
03143,79300,04307,AVE,2023-09-06 18:10:00,2023-09-06 18:25:00,0 days 00:15:00,03143_06-09-2023-18.10,24.20,26.60,51.20
03163,79300,04307,AVE,2023-09-06 20:13:00,2023-09-06 20:28:00,0 days 00:15:00,03163_06-09-2023-20.13,26.60,29.05,51.20
03191,79300,04307,AVE,2023-09-06 22:20:00,2023-09-06 22:35:00,0 days 00:15:00,03191_06-09-2023-22.20,26.60,29.05,54.40
06309,79300,04307,AVLO,2023-09-06 23:36:00,2023-09-06 23:51:00,0 days 00:15:00,06309_06-09-2023-23.36,7.00,,
